model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 C Class,2020,Semi-Auto,16,Diesel,145,61.4,2,32980
 GLE Class,2020,Semi-Auto,49,Diesel,145,32.5,2.9,62980
 C Class,2020,Semi-Auto,16,Diesel,145,61.4,2,33980
 SL CLASS,2020,Semi-Auto,382,Petrol,145,36.7,2,33980
 GLB Class,2020,Semi-Auto,349,Diesel,145,46.3,2,39980
 GLE Class,2019,Semi-Auto,2844,Diesel,145,36.7,2,49980
 C Class,2019,Semi-Auto,4504,Petrol,145,29.7,3,45980
 GLC Class,2020,Semi-Auto,3999,Petrol,145,26.4,3,49980
 GLC Class,2020,Semi-Auto,4001,Petrol,145,26.4,3,49980
 S Class,2020,Semi-Auto,3999,Diesel,145,40.4,3,64980
 GLA Class,2016,Semi-Auto,21011,Diesel,125,56.6,2.1,17480
 A Class,2019,Semi-Auto,16,Diesel,145,65.7,1.5,23980
 C Class,2019,Semi-Auto,16,Petrol,145,46.3,1.5,29980
 A Class,2019,Semi-Auto,16,Petrol,145,28.5,2,26980
 A Class,2019,Semi-Auto,16,Diesel,145,56.5,2,25480
 A Class,2019,Semi-Auto,16,Petrol,145,28.5,2,26980
 A Class,2019,Semi-Auto,16,Petrol,145,28.5,2,26980
 GLC Class,2020,Semi-Auto,2599,Petrol,145,31.7,2,39980
 GLC Class,2020,Semi-Auto,3999,Petrol,145,32.1,2,39980
 E Class,2019,Semi-Auto,14832,Diesel,145,72.4,2,25780
 A Class,2019,Semi-Auto,10191,Diesel,145,67.3,1.5,23480
 E Class,2017,Semi-Auto,20425,Diesel,145,61.4,2,22980
 GLA Class,2018,Manual,10637,Diesel,145,67.3,2.1,19480
 E Class,2019,Semi-Auto,14479,Diesel,145,61.4,2,27980
 GLC Class,2019,Semi-Auto,10217,Diesel,145,56.5,2.1,30980
 SLK,2016,Semi-Auto,36363,Diesel,30,70.6,2,16480
 C Class,2020,Semi-Auto,9,Diesel,145,55.4,2,35980
 E Class,2020,Semi-Auto,16,Diesel,145,70.6,2,36980
 A Class,2020,Manual,16,Petrol,145,44.8,1.3,26980
 A Class,2020,Manual,16,Petrol,145,44.1,1.3,26980
 A Class,2020,Manual,16,Petrol,145,47.1,1.3,23980
 C Class,2019,Semi-Auto,2010,Petrol,145,29.7,3,45980
 GLE Class,2020,Semi-Auto,3999,Diesel,145,36.7,2,48980
 GLC Class,2020,Semi-Auto,3999,Diesel,145,40.9,2,38980
 GLC Class,2020,Semi-Auto,3999,Petrol,145,27.4,3,47980
 C Class,2019,Semi-Auto,15933,Petrol,145,44.1,1.5,20980
 GLC Class,2019,Semi-Auto,5002,Diesel,145,44.8,2,30980
 GLA Class,2019,Semi-Auto,12580,Diesel,145,67.3,2.1,23780
 A Class,2015,Manual,45376,Diesel,20,72.4,1.5,13680
 A Class,2019,Semi-Auto,2555,Petrol,145,47.9,1.3,23980
 C Class,2019,Semi-Auto,8072,Diesel,145,61.4,2,26980
 E Class,2019,Semi-Auto,14259,Diesel,145,72.4,2,25780
 E Class,2019,Semi-Auto,3449,Diesel,145,61.4,2,28980
 GLA Class,2019,Semi-Auto,12741,Diesel,145,67.3,2.1,23480
 GLA Class,2019,Semi-Auto,15012,Diesel,145,67.3,2.1,23980
 C Class,2019,Semi-Auto,6459,Petrol,145,46.3,1.5,20480
 E Class,2019,Semi-Auto,11852,Diesel,145,72.4,2,24780
 C Class,2019,Semi-Auto,7460,Diesel,145,56.5,2,27980
 C Class,2019,Semi-Auto,7494,Diesel,145,56.5,2,29480
 C Class,2019,Semi-Auto,3695,Diesel,145,56.5,2,28980
 C Class,2019,Semi-Auto,14269,Petrol,145,46.3,1.5,19980
 E Class,2019,Semi-Auto,1506,Diesel,145,67.3,2,26980
 A Class,2019,Semi-Auto,13191,Diesel,145,65.7,1.5,20280
 A Class,2020,Semi-Auto,16,Diesel,145,56.5,2,27980
 A Class,2020,Semi-Auto,16,Petrol,145,32.8,2,49980
 A Class,2020,Manual,16,Petrol,145,47.1,1.3,24480
 C Class,2020,Semi-Auto,16,Diesel,145,64.2,2,32480
 A Class,2019,Semi-Auto,8043,Diesel,145,65.7,1.5,20780
 E Class,2019,Semi-Auto,13319,Diesel,145,72.4,2,25780
 E Class,2019,Semi-Auto,14784,Diesel,145,72.4,2,25780
 E Class,2019,Semi-Auto,13278,Diesel,145,67.3,2,26980
 M Class,2013,Semi-Auto,56979,Diesel,200,44.8,2.1,16991
 E Class,2019,Semi-Auto,2000,Diesel,145,72.4,2,24780
 E Class,2019,Semi-Auto,2000,Diesel,145,72.4,2,24780
 GLA Class,2020,Semi-Auto,16,Petrol,145,37.2,1.6,25480
 GLE Class,2016,Semi-Auto,35879,Diesel,300,39.2,3,34480
 GLA Class,2016,Semi-Auto,38096,Diesel,20,64.2,2.1,16980
 GLA Class,2020,Semi-Auto,16,Petrol,145,37.2,1.6,24980
 C Class,2020,Semi-Auto,9,Diesel,145,64.2,2,31480
 GLE Class,2019,Semi-Auto,11,Diesel,145,32.8,2.9,53980
 GLC Class,2018,Semi-Auto,7851,Diesel,145,41.5,2.1,27480
 GLE Class,2015,Semi-Auto,29196,Diesel,200,47.9,2.1,26480
 E Class,2017,Semi-Auto,15843,Diesel,145,56.5,2.1,20980
 C Class,2019,Semi-Auto,4957,Diesel,145,57.7,2,30980
 E Class,2017,Semi-Auto,23997,Diesel,145,65.7,2,23480
 E Class,2017,Semi-Auto,19893,Diesel,145,54.3,3,24980
 C Class,2016,Semi-Auto,14996,Diesel,20,64.2,2.1,18480
 C Class,2016,Manual,36069,Diesel,20,68.9,2.1,15480
 E Class,2019,Semi-Auto,6144,Diesel,145,57.7,2,34480
 GLB Class,2020,Semi-Auto,16,Diesel,145,44.8,2,38980
 E Class,2019,Semi-Auto,11082,Diesel,145,72.4,2,25780
 E Class,2019,Semi-Auto,14828,Diesel,145,72.4,2,24780
 E Class,2019,Semi-Auto,14648,Diesel,145,72.4,2,24780
 E Class,2019,Semi-Auto,13954,Diesel,145,72.4,2,24780
 A Class,2019,Semi-Auto,9411,Diesel,145,65.7,1.5,20480
 E Class,2019,Semi-Auto,17556,Diesel,145,67.3,2,26980
 E Class,2019,Semi-Auto,14105,Diesel,145,67.3,2,26980
 GLE Class,2016,Semi-Auto,40129,Diesel,300,39.2,3,33480
 GLC Class,2016,Semi-Auto,35782,Diesel,125,56.5,2.1,27480
 C Class,2017,Automatic,14843,Diesel,145,54.3,2.1,24880
 E Class,2016,Semi-Auto,19448,Diesel,125,58.9,2.1,19480
 E Class,2017,Semi-Auto,44316,Diesel,20,72.4,2,18480
 GLC Class,2016,Semi-Auto,33294,Diesel,125,56.5,2.1,26780
 S Class,2017,Semi-Auto,13112,Petrol,145,40.9,3,46980
 GLC Class,2016,Semi-Auto,15772,Diesel,145,56.5,2.1,29480
 A Class,2018,Semi-Auto,10048,Diesel,145,67.3,1.5,21480
 GLE Class,2015,Semi-Auto,30155,Diesel,260,42.8,3,26680
 C Class,2019,Semi-Auto,4288,Diesel,145,54.3,1.6,30980
 C Class,2019,Semi-Auto,1844,Diesel,145,61.4,2,35980
 C Class,2019,Semi-Auto,16,Petrol,145,46.3,1.5,32980
 C Class,2019,Automatic,9,Diesel,145,61.4,2,36980
 C Class,2019,Semi-Auto,3999,Diesel,145,54.3,1.6,29480
 GLA Class,2016,Semi-Auto,23979,Diesel,125,56.5,2.1,19380
 GLC Class,2019,Semi-Auto,16,Diesel,145,40.9,2,37980
 E Class,2019,Semi-Auto,9,Diesel,145,47.1,3,46980
 C Class,2019,Semi-Auto,3689,Diesel,145,60.1,1.6,27000
 E Class,2019,Semi-Auto,9,Diesel,145,45.6,2,35980
 C Class,2016,Semi-Auto,17410,Diesel,30,61.4,2.1,20500
 E Class,2019,Semi-Auto,4196,Diesel,145,70.6,2,34980
 C Class,2019,Semi-Auto,3456,Petrol,145,28,4,67980
 A Class,2019,Semi-Auto,16,Diesel,145,67.3,1.5,24480
 C Class,2019,Semi-Auto,9,Petrol,145,46.3,1.5,31980
 A Class,2019,Semi-Auto,9,Diesel,145,65.7,1.5,22980
 GLE Class,2019,Semi-Auto,23479,Diesel,145,32.8,2.9,49980
 C Class,2019,Semi-Auto,16,Diesel,145,61.4,2,30980
 GLC Class,2020,Semi-Auto,16,Diesel,145,44.8,2,33980
 E Class,2017,Semi-Auto,18444,Diesel,145,65.7,2,23480
 E Class,2017,Semi-Auto,24723,Diesel,145,65.7,2,22480
 C Class,2019,Semi-Auto,6784,Petrol,145,45.6,1.5,24980
 C Class,2019,Semi-Auto,5453,Petrol,145,45.6,1.5,24980
 C Class,2019,Semi-Auto,3341,Petrol,145,45.6,1.5,26500
 C Class,2019,Semi-Auto,5207,Petrol,145,44.1,1.5,24000
 GLE Class,2017,Semi-Auto,17722,Diesel,260,42.8,3,30980
 C Class,2015,Semi-Auto,41349,Diesel,30,62.8,2.1,16480
 GLA Class,2017,Manual,36640,Diesel,145,64.2,2.1,18780
 C Class,2017,Semi-Auto,16624,Diesel,145,64.2,2.1,19980
 E Class,2019,Semi-Auto,15180,Diesel,145,67.3,2,26980
 E Class,2019,Semi-Auto,9853,Diesel,145,72.4,2,25780
 C Class,2017,Semi-Auto,32259,Diesel,30,64.2,2.1,17980
 E Class,2018,Semi-Auto,9679,Diesel,145,57.7,2,32480
 C Class,2019,Semi-Auto,4665,Petrol,145,44.1,2,28480
 B Class,2019,Semi-Auto,7586,Diesel,145,54.3,2,27480
 SLK,2015,Semi-Auto,27877,Diesel,30,70.6,2,16480
 GLC Class,2016,Semi-Auto,37876,Diesel,125,56.5,2.1,25980
 SL CLASS,2016,Semi-Auto,38303,Petrol,145,47.9,2,19480
 GLC Class,2020,Semi-Auto,16,Diesel,145,40.9,2,43980
 C Class,2019,Semi-Auto,11412,Diesel,145,61.4,2,20980
 GLA Class,2016,Semi-Auto,32465,Diesel,125,56.5,2.1,19980
 C Class,2019,Semi-Auto,15057,Diesel,145,64.2,2.1,19980
 A Class,2018,Semi-Auto,7939,Petrol,145,53.3,1.3,23780
 C Class,2018,Semi-Auto,8228,Diesel,145,57.7,2,29480
 GLA Class,2018,Semi-Auto,12695,Diesel,145,56.5,2.1,25480
 GLA Class,2018,Semi-Auto,11102,Diesel,145,56.5,2.1,25480
 GLA Class,2018,Semi-Auto,11561,Diesel,145,56.5,2.1,25480
 GLA Class,2018,Semi-Auto,17123,Diesel,145,56.5,2.1,25480
 C Class,2017,Semi-Auto,11018,Petrol,145,32.8,4,45480
 C Class,2020,Semi-Auto,9,Diesel,145,61.4,2,32980
 E Class,2020,Semi-Auto,1096,Diesel,145,57.7,2,39980
 C Class,2019,Semi-Auto,16,Diesel,145,61.4,2,36980
 C Class,2019,Semi-Auto,16,Diesel,145,61.4,2,36980
 C Class,2016,Semi-Auto,31246,Diesel,20,68.9,2.1,20780
 E Class,2018,Semi-Auto,10729,Diesel,145,61.4,2,23480
 GLA Class,2016,Semi-Auto,19294,Diesel,125,56.5,2.1,20480
 GLC Class,2018,Semi-Auto,10266,Petrol,145,37.2,2,26980
 E Class,2017,Semi-Auto,40239,Diesel,30,65.7,2,22480
 GLE Class,2016,Semi-Auto,39056,Diesel,300,39.2,3,35980
 GLE Class,2019,Semi-Auto,3999,Petrol,145,30.1,3,57980
 C Class,2019,Semi-Auto,9,Diesel,145,57.7,2,33980
 C Class,2019,Semi-Auto,9,Diesel,145,64.2,2,31980
 M Class,2015,Semi-Auto,46049,Diesel,300,39.2,3,23480
 C Class,2019,Semi-Auto,5866,Petrol,145,46.3,1.5,27500
 C Class,2019,Semi-Auto,9180,Diesel,145,64.2,2,26000
 GLE Class,2017,Semi-Auto,23321,Diesel,145,39.2,3,39980
 C Class,2019,Semi-Auto,16,Diesel,145,61.4,2,31980
 A Class,2019,Semi-Auto,10859,Diesel,145,65.7,1.5,20480
 CL Class,2019,Semi-Auto,13947,Diesel,145,51.4,2.2,26980
 CL Class,2019,Semi-Auto,12790,Diesel,145,51.4,2.2,26980
 B Class,2018,Semi-Auto,9723,Diesel,145,68.9,2.1,20000
 E Class,2018,Semi-Auto,6951,Diesel,145,70.6,2,30980
 E Class,2018,Semi-Auto,11958,Diesel,145,70.6,2,31480
 E Class,2018,Semi-Auto,7578,Diesel,145,57.7,2,30980
 B Class,2019,Semi-Auto,13491,Petrol,145,45.6,1.3,22500
 GLS Class,2019,Semi-Auto,11584,Diesel,145,37.2,3,47980
 GLC Class,2019,Semi-Auto,11495,Diesel,145,56.5,2.1,29480
 E Class,2019,Semi-Auto,3823,Petrol,145,39.8,2,27980
 A Class,2019,Semi-Auto,14430,Diesel,145,65.7,1.5,19980
 A Class,2019,Semi-Auto,14814,Diesel,145,67.3,1.5,22980
 C Class,2019,Semi-Auto,9227,Diesel,145,57.7,2,29980
 A Class,2019,Semi-Auto,8655,Diesel,145,68.9,1.5,20980
 E Class,2017,Semi-Auto,38193,Diesel,145,72.4,2,19980
 CLS Class,2017,Semi-Auto,30427,Diesel,145,57.7,2.1,21480
 C Class,2017,Semi-Auto,42294,Diesel,145,64.2,2.1,17280
 CLS Class,2018,Semi-Auto,16432,Diesel,145,48.7,2.9,34480
 C Class,2019,Semi-Auto,14742,Diesel,145,64.2,2,27980
 C Class,2019,Semi-Auto,10696,Petrol,145,44.1,1.5,28980
 C Class,2019,Semi-Auto,14208,Petrol,145,44.1,1.5,20980
 C Class,2019,Semi-Auto,14694,Petrol,145,44.1,1.5,20980
 C Class,2019,Semi-Auto,13137,Petrol,145,44.1,1.5,20980
 GLE Class,2018,Semi-Auto,14597,Diesel,145,42.8,3,32480
 E Class,2019,Semi-Auto,8939,Diesel,145,70.6,2,32480
 GLC Class,2019,Semi-Auto,12365,Diesel,145,42.2,2.1,31480
 GLC Class,2019,Semi-Auto,9736,Diesel,145,42.2,2.1,30480
 C Class,2018,Semi-Auto,9830,Petrol,145,46.3,1.5,25480
 GLE Class,2017,Semi-Auto,27252,Diesel,145,42.8,3,29480
 C Class,2019,Semi-Auto,11064,Diesel,145,56.5,2,29480
 B Class,2019,Semi-Auto,14791,Petrol,145,45.6,1.3,22480
 C Class,2019,Semi-Auto,10368,Diesel,145,61.4,2,27000
 GLC Class,2020,Semi-Auto,1120,Diesel,145,40.9,2,41980
 E Class,2019,Semi-Auto,10171,Diesel,145,72.4,2,25780
 E Class,2020,Semi-Auto,9,Diesel,145,42.8,3,44980
 C Class,2017,Manual,34692,Diesel,20,68.9,2.1,15980
 A Class,2019,Semi-Auto,200,Petrol,145,53.3,1.3,25980
 GLC Class,2020,Semi-Auto,3999,Petrol,145,22.4,4,62480
 GLC Class,2019,Semi-Auto,3999,Diesel,145,40.9,2,37980
 GLC Class,2020,Semi-Auto,3999,Petrol,145,32.1,2,39980
 CL Class,2019,Semi-Auto,3730,Petrol,145,44.1,1.3,26980
 E Class,2019,Semi-Auto,12928,Diesel,145,48.7,3,33980
 E Class,2019,Semi-Auto,13504,Diesel,145,58.9,2,28980
 E Class,2019,Semi-Auto,10156,Diesel,145,58.9,2,28980
 C Class,2019,Semi-Auto,8999,Petrol,145,45.6,1.5,25980
 C Class,2019,Semi-Auto,11412,Petrol,145,45.6,1.5,25980
 C Class,2019,Semi-Auto,5046,Petrol,145,45.6,1.5,26000
 C Class,2019,Semi-Auto,14663,Petrol,145,44.1,1.5,23780
 C Class,2019,Semi-Auto,13169,Petrol,145,44.1,1.5,25000
 E Class,2019,Semi-Auto,11085,Diesel,145,58.9,2,27980
 E Class,2019,Semi-Auto,11998,Diesel,145,72.4,2,24480
 S Class,2019,Semi-Auto,5000,Petrol,145,31.7,4,79980
 A Class,2019,Semi-Auto,4015,Diesel,145,65.7,1.5,21980
 A Class,2020,Manual,287,Petrol,145,45.6,1.3,23980
 A Class,2020,Semi-Auto,942,Diesel,145,56.5,2,25980
 CLS Class,2019,Semi-Auto,7444,Diesel,145,48.7,2.9,35980
 C Class,2019,Semi-Auto,14307,Petrol,145,46.3,1.5,19980
 A Class,2019,Semi-Auto,17551,Diesel,145,65.7,1.5,18480
 GLA Class,2019,Semi-Auto,12265,Diesel,145,67.3,2.1,21980
 GLC Class,2019,Semi-Auto,5981,Diesel,145,41.5,2.1,28480
 GLA Class,2018,Semi-Auto,17392,Diesel,145,56.5,2.1,22480
 E Class,2018,Semi-Auto,5317,Diesel,145,57.7,2,31480
 A Class,2019,Semi-Auto,10247,Diesel,145,65.7,1.5,20480
 C Class,2018,Semi-Auto,13199,Diesel,145,57.7,2,27980
 GLE Class,2016,Semi-Auto,35162,Diesel,260,42.8,3,26980
 E Class,2017,Semi-Auto,16635,Diesel,145,65.7,2,23480
 E Class,2017,Semi-Auto,17636,Diesel,145,65.7,2,24480
 B Class,2018,Manual,3295,Petrol,145,49.6,1.6,16480
 E Class,2019,Semi-Auto,4831,Diesel,145,61.4,2,30980
 C Class,2019,Semi-Auto,4616,Diesel,145,57.7,2,29980
 E Class,2019,Semi-Auto,136,Diesel,145,48.7,3,38480
 SL CLASS,2019,Semi-Auto,6116,Petrol,145,36.7,3,49480
 E Class,2019,Semi-Auto,10778,Diesel,145,72.4,2,25980
 B Class,2019,Manual,4429,Petrol,145,49.6,1.6,18000
 CLS Class,2016,Semi-Auto,31310,Diesel,160,51.4,3,23480
 E Class,2018,Semi-Auto,12833,Diesel,145,61.4,2,24480
 C Class,2019,Semi-Auto,3254,Diesel,145,57.7,2,30980
 C Class,2019,Semi-Auto,6073,Diesel,145,57.7,2,29980
 C Class,2019,Semi-Auto,9454,Diesel,145,57.7,2,29980
 C Class,2020,Semi-Auto,3999,Petrol,145,28,4,65980
 GLE Class,2020,Semi-Auto,3999,Diesel,145,36.7,2,48980
 GLC Class,2020,Semi-Auto,3999,Petrol,145,32.1,2,39980
 C Class,2019,Semi-Auto,10939,Petrol,145,44.1,1.5,29500
 C Class,2019,Semi-Auto,9782,Diesel,145,54.3,2,29980
 C Class,2019,Semi-Auto,6584,Petrol,145,47.1,1.5,26980
 E Class,2019,Semi-Auto,10491,Petrol,145,32.5,3,45980
 A Class,2019,Semi-Auto,17131,Diesel,145,65.7,1.5,18480
 C Class,2019,Semi-Auto,13314,Diesel,145,58.9,2,24480
 GLA Class,2019,Semi-Auto,12623,Diesel,145,67.3,2.1,22480
 GLE Class,2016,Semi-Auto,18173,Diesel,260,42.8,3,32480
 GLA Class,2017,Semi-Auto,26999,Diesel,145,56.5,2.1,20480
 E Class,2015,Semi-Auto,25615,Diesel,125,61.4,2.1,17980
 GLA Class,2017,Semi-Auto,25912,Diesel,125,56.5,2.1,19980
 E Class,2017,Semi-Auto,32106,Diesel,145,65.7,2,20980
 GLE Class,2017,Semi-Auto,28699,Diesel,145,42.8,3,29480
 GLE Class,2017,Semi-Auto,35393,Diesel,145,42.8,3,27980
 GLC Class,2019,Semi-Auto,9807,Diesel,145,56.5,2.1,31480
 GLC Class,2018,Semi-Auto,11592,Diesel,145,56.5,2.1,32480
 CL Class,2019,Semi-Auto,3999,Petrol,145,44.1,1.3,29980
 C Class,2019,Semi-Auto,16543,Petrol,145,44.1,2,28980
 GLC Class,2019,Semi-Auto,16212,Diesel,145,56.5,2.1,31980
 A Class,2018,Semi-Auto,11034,Diesel,145,67.3,1.5,21780
 M Class,2015,Semi-Auto,33059,Diesel,300,39.2,3,24480
 GLC Class,2020,Semi-Auto,3999,Petrol,145,34,2,31980
 GLC Class,2020,Semi-Auto,3999,Petrol,145,26.4,3,49980
 GLC Class,2020,Semi-Auto,3999,Diesel,145,40.9,2,37980
 GLE Class,2020,Semi-Auto,3999,Diesel,145,36.7,2,48980
 C Class,2020,Semi-Auto,3999,Diesel,145,61.4,2,30980
 GLC Class,2019,Semi-Auto,3999,Diesel,145,40.9,2,37980
 CL Class,2020,Semi-Auto,3999,Petrol,145,44.8,1.3,27980
 C Class,2019,Semi-Auto,2617,Petrol,145,29.7,3,45980
 GLE Class,2020,Semi-Auto,3999,Diesel,145,36.7,2,48980
 C Class,2020,Semi-Auto,3999,Petrol,145,28.3,3,38980
 E Class,2019,Semi-Auto,15854,Diesel,145,72.4,2,25780
 C Class,2019,Semi-Auto,13214,Petrol,145,46.3,1.5,25980
 C Class,2019,Semi-Auto,7721,Petrol,145,46.3,1.5,26980
 E Class,2019,Semi-Auto,5944,Diesel,145,72.4,2,25480
 E Class,2019,Semi-Auto,13885,Diesel,145,72.4,2,25480
 C Class,2019,Semi-Auto,13012,Petrol,145,46.3,1.5,25980
 E Class,2019,Semi-Auto,14763,Diesel,145,72.4,2,25480
 C Class,2018,Semi-Auto,8024,Diesel,145,60.1,2.1,21980
 C Class,2019,Semi-Auto,7524,Diesel,145,57.7,2,31480
 E Class,2019,Semi-Auto,7859,Diesel,145,61.4,2,29480
 C Class,2015,Semi-Auto,58724,Diesel,145,53.3,2.1,10700
 E Class,2014,Semi-Auto,66416,Diesel,205,47.1,3,13291
 C Class,2018,Semi-Auto,8194,Diesel,145,64.2,2,23890
 C Class,2017,Automatic,20179,Diesel,145,61.4,2.1,18481
 C Class,2013,Semi-Auto,91046,Diesel,150,53.3,2.1,8751
 GLC Class,2018,Semi-Auto,18976,Diesel,150,47.9,3,29991
 A Class,2013,Semi-Auto,16139,Petrol,125,52.3,1.6,11490
 E Class,2016,Semi-Auto,16503,Diesel,20,72.4,2,17990
 A Class,2019,Semi-Auto,15762,Diesel,145,67.3,1.5,20990
 A Class,2017,Manual,32365,Petrol,125,51.4,1.6,15718
 C Class,2014,Semi-Auto,43793,Petrol,125,52.3,2,13390
 GLE Class,2016,Automatic,34895,Diesel,200,47.9,2.1,25340
 A Class,2014,Automatic,20011,Petrol,145,45.6,2,16860
 M Class,2014,Semi-Auto,46556,Diesel,200,44.8,2.1,18490
 E Class,2016,Semi-Auto,60787,Diesel,125,60.1,2.1,14891
 A Class,2017,Manual,60294,Diesel,20,68.9,1.5,12750
 A Class,2019,Semi-Auto,8831,Diesel,145,65.7,1.5,18990
 C Class,2014,Automatic,40997,Diesel,125,60.1,2.1,15990
 M Class,2013,Automatic,56164,Diesel,200,44.8,2.1,15250
 CL Class,2015,Manual,83245,Petrol,125,50.4,1.6,13991
 A Class,2017,Manual,19733,Petrol,125,51.4,1.6,15637
 CLS Class,2013,Semi-Auto,43393,Diesel,160,53.3,2.1,11999
 C Class,2018,Automatic,24863,Petrol,145,50.4,2,18999
 CL Class,2015,Semi-Auto,50500,Diesel,20,67.3,2.1,16091
 GLA Class,2014,Automatic,47550,Petrol,200,42.8,2,16490
 C Class,2015,Manual,42918,Petrol,125,53.3,2,11500
 GLA Class,2015,Semi-Auto,46073,Diesel,20,67.3,2.1,16995
 C Class,2018,Semi-Auto,14389,Diesel,145,67.3,2.1,22595
 E Class,2017,Semi-Auto,20000,Petrol,145,33.6,3,32695
 A Class,2015,Manual,42830,Diesel,20,72.4,1.5,11195
 A Class,2013,Semi-Auto,48000,Petrol,160,44.1,2,13595
 A Class,2019,Semi-Auto,3720,Petrol,150,28.5,1.3,20998
 C Class,2014,Semi-Auto,79216,Diesel,145,53.3,2.1,10290
 V Class,2018,Semi-Auto,40479,Diesel,145,45.6,2.2,29998
 SLK,2014,Semi-Auto,32171,Diesel,145,56.5,2,12998
 GLA Class,2016,Automatic,15821,Diesel,125,56.6,2.1,17117
 A Class,2018,Semi-Auto,14729,Petrol,145,53.3,1.3,20370
 A Class,2017,Manual,53901,Diesel,20,68.9,1.5,14500
 B Class,2017,Semi-Auto,22414,Diesel,20,67.3,2.1,15282
 C Class,2014,Semi-Auto,33896,Diesel,30,64.2,2.1,15894
 GLC Class,2016,Semi-Auto,54117,Diesel,125,56.5,2.1,22994
 C Class,2015,Automatic,37200,Diesel,20,64.2,2.1,15495
 A Class,2014,Semi-Auto,40000,Diesel,20,68.9,1.5,11595
 GLC Class,2016,Automatic,20335,Diesel,125,56.5,2.1,23500
 A Class,2017,Manual,34449,Petrol,150,51.4,1.6,15000
 C Class,2013,Semi-Auto,43442,Petrol,580,23,6.2,23000
 CLS Class,2014,Automatic,32757,Diesel,145,54.3,2.1,14000
 A Class,2018,Semi-Auto,29724,Petrol,145,40.9,2,26995
 A Class,2017,Semi-Auto,18398,Petrol,145,53.3,1.6,16565
 V Class,2017,Manual,49532,Diesel,145,46.3,2.1,16990
 C Class,2015,Semi-Auto,44458,Diesel,30,64.2,2.1,14850
 A Class,2018,Manual,17250,Petrol,145,51.4,1.6,17291
 C Class,2014,Semi-Auto,61616,Diesel,145,56.5,2.1,11133
 GLA Class,2016,Semi-Auto,52485,Diesel,125,56.6,2.1,16452
 C Class,2017,Semi-Auto,37730,Diesel,150,64.2,2.1,18990
 A Class,2014,Semi-Auto,48621,Diesel,20,68.9,2.1,13290
 CL Class,2017,Semi-Auto,28650,Diesel,20,67.3,2.1,18822
 GLA Class,2015,Manual,32028,Diesel,20,62.8,2.1,14990
 A Class,2018,Manual,13000,Petrol,145,51.4,1.6,15095
 A Class,2013,Manual,74125,Diesel,20,72.4,1.5,9995
 CL Class,2017,Automatic,5042,Diesel,145,67.3,2.1,17820
 GLE Class,2017,Semi-Auto,23747,Diesel,150,42.8,3,29998
 GLC Class,2017,Semi-Auto,18983,Diesel,145,56.5,2.1,27998
 GLC Class,2017,Automatic,30859,Diesel,145,56.5,2.1,25998
 A Class,2017,Semi-Auto,61647,Diesel,20,74.3,1.5,13990
 CL Class,2016,Automatic,6662,Petrol,200,42.8,2,22990
 CL Class,2015,Semi-Auto,16317,Diesel,20,62.8,2.1,18170
 A Class,2015,Manual,43531,Diesel,20,70.6,1.5,13046
 CL Class,2016,Manual,15583,Diesel,30,65.7,2.1,17261
 GLA Class,2014,Automatic,46123,Diesel,145,55.4,2.1,15490
 A Class,2019,Semi-Auto,5666,Diesel,145,67.3,1.5,25980
 GLC Class,2019,Semi-Auto,5036,Petrol,145,26.4,4,59980
 V Class,2019,Semi-Auto,16,Diesel,145,36.2,2,44980
 GLC Class,2019,Semi-Auto,2704,Diesel,145,40.9,2,36980
 GLA Class,2019,Semi-Auto,11937,Petrol,145,48.7,1.6,26980
 GLC Class,2020,Semi-Auto,3999,Petrol,145,26.4,3,49980
 GLS Class,2020,Semi-Auto,3999,Diesel,145,30.4,3,76980
 GLC Class,2020,Semi-Auto,3999,Petrol,145,32.1,2,39980
 GLC Class,2019,Semi-Auto,3999,Diesel,145,40.9,2,37980
 GLC Class,2020,Semi-Auto,3999,Diesel,145,44.8,2,35980
 E Class,2015,Automatic,32533,Diesel,125,56.5,2.1,17802
 V Class,2019,Manual,100,Diesel,145,46.3,2.1,25000
 V Class,2019,Automatic,19735,Diesel,145,48.7,2.1,23750
 E Class,2017,Semi-Auto,19225,Diesel,145,61.4,2,22250
 GLE Class,2019,Semi-Auto,6016,Diesel,145,36.7,2,48980
 GLC Class,2019,Semi-Auto,3917,Diesel,145,47.9,2,32000
 GLC Class,2020,Semi-Auto,3999,Petrol,145,26.4,3,49980
 GLE Class,2018,Semi-Auto,8976,Diesel,145,36.7,3,44980
 S Class,2019,Semi-Auto,10655,Diesel,145,52.3,3,47980
 E Class,2019,Semi-Auto,14771,Diesel,145,72.4,2,25780
 C Class,2018,Semi-Auto,7470,Diesel,145,61.4,2,22680
 GLE Class,2019,Semi-Auto,4468,Diesel,145,36.7,2,49480
 GLS Class,2018,Semi-Auto,5376,Diesel,145,37.2,3,47980
 GLC Class,2017,Semi-Auto,36276,Diesel,125,56.5,2.1,25980
 CL Class,2016,Manual,56245,Diesel,20,67.3,2.1,14980
 CLS Class,2016,Semi-Auto,44029,Diesel,125,57.7,2.1,19980
 GLE Class,2018,Semi-Auto,6426,Diesel,145,36.7,3,42980
 E Class,2019,Semi-Auto,4422,Diesel,145,42.8,2,33480
 C Class,2019,Semi-Auto,13645,Diesel,145,61.4,2,20980
